Date,TestID,Country,Age (M),Sex
2023-05-30,2344000405D,UK,49.0,Male
2023-05-30,2331002187D,Belgium,49.0,Female
2023-05-30,2331002337D,Netherland,99.0,Female
2023-05-30,2331002237D,Netherland,99.0,Female
2023-05-30,2344000406D,UK,99.0,Female
2023-05-30,2331002186D,Belgium,87.0,Female
2023-05-30,2331002336D,Netherland,26.0,Female
2023-05-30,2331002262D,Belgium,26.0,Female
2023-05-30,2331002224D,Lithuania,26.0,Female
2023-05-30,2331002185D,Belgium,26.0,Female
2023-05-30,2334001764D,Italy,26.0,Female
2023-05-30,2331002223D,Lithuania,26.0,Female
2023-05-30,2331002184D,Belgium,34.0,Male
2023-05-30,2331002335D,Netherland,34.0,Male
2023-05-30,2331002260D,Germany,34.0,Male
2023-05-30,2331002222D,Lithuania,34.0,Male
2023-05-30,2331002183D,Germany,34.0,Male
2023-05-30,2331002259D,Germany,34.0,Male
2023-05-30,2331002516D,Norway,22.0,Female
2023-05-30,2331002221D,Netherland,22.0,Female
2023-05-30,2331002182D,Germany,22.0,Female
2023-05-30,2331002420D,Norway,22.0,Male
2023-05-30,2344000408D,UK,21.0,Male
2023-05-30,2331002181D,Germany,62.0,Female
2023-05-30,2331002334D,Netherland,62.0,Female
2023-05-30,2334001747D,Italy,62.0,Female
2023-05-30,2331002522D,Norway,22.0,Male
2023-05-30,2334001750D,Spain,46.0,Male
2023-05-30,2331002180D,Belgium,99.0,Male
2023-05-30,2331002421D,Norway,18.0,Female
2023-05-30,2334001746D,Italy,18.0,Female
2023-05-30,2331002535D,Norway,54.0,Male
2023-05-30,2331002220D,Netherland,54.0,Male
2023-05-30,2331002178D,Belgium,54.0,Male
2023-05-30,2331002333D,Netherland,54.0,Male
2023-05-30,2331002236D,Netherland,54.0,Male
2023-05-30,2331002219D,Netherland,16.0,Male
2023-05-30,2331002177D,Netherland,32.0,Male
2023-05-30,2331002332D,Belgium,68.0,Male
2023-05-30,2331002235D,Netherland,56.0,Male
2023-05-30,2331002218D,Netherland,102.0,Male
2023-05-30,2331002417D,Norway,45.0,Female
2023-05-30,2331002258D,Austria,54.0,Male
2023-05-30,2331002512D,Norway,90.0,Male
2023-05-30,2331002217D,Netherland,21.0,Male
2023-05-30,2331002331D,Netherland,21.0,Male
2023-05-30,2331002234D,Netherland,21.0,Male
2023-05-30,2331002257D,Netherland,21.0,Male
2023-05-30,2331002216D,Netherland,21.0,Male
2023-05-30,2331002330D,Netherland,43.0,Male
2023-05-30,2331002233D,Netherland,43.0,Male
2023-05-30,2331002256D,Netherland,18.0,Male
2023-05-30,2331002562D,Norway,22.0,Male
2023-05-30,2331002215D,Netherland,22.0,Male
2023-05-30,2331002329D,Netherland,22.0,Male
2023-05-30,2331002232D,Netherland,22.0,Female
2023-05-31,2348000375D,Poland,10.0,Female
2023-05-31,2344000415D,UK,82.0,Female
2023-05-31,2348000359D,Poland,70.0,Male
2023-05-31,2348000393D,Poland,58.0,Male
2023-05-31,2331002325D,Netherland,58.0,Male
2023-05-31,2348000374D,Poland,21.0,Female
2023-05-31,2331002283D,Belgium,33.0,Female
2023-05-31,2331001818D,Germany,33.0,Female
2023-05-31,2348000392D,Poland,130.0,Male
2023-05-31,2348000336D,Poland,17.0,Female
2023-05-31,2331002398D,Netherland,17.0,Male
2023-05-31,2334001767D,France,17.0,Male
2023-05-31,2331002282D,Germany,13.0,Male
2023-05-31,2348000358D,Poland,42.0,Female
2023-05-31,2348000391D,Poland,46.0,Male
2023-05-31,2331002324D,Netherland,34.0,Male
2023-05-31,2348000372D,Poland,94.0,Male
2023-05-31,2348000373D,Poland,32.0,Male
2023-05-31,2334001766D,France,80.0,Female
2023-05-31,2331002281D,Germany,80.0,Female
2023-05-31,2348000357D,Poland,152.0,Female
2023-05-31,2331002405D,Netherland,56.0,Female
2023-05-31,2331002323D,Netherland,27.0,Male
2023-05-31,2331002397D,Netherland,47.0,Male
2023-05-31,2331002280D,Germany,15.0,Male
2023-05-31,2348000356D,Poland,35.0,Female
2023-05-31,2348000390D,Poland,13.0,Female
2023-05-31,2348000335D,Poland,13.0,Male
2023-05-31,2348000371D,Poland,30.0,Male
2023-05-31,2331002279D,Germany,30.0,Male
2023-05-31,2348000389D,Poland,31.0,Male
2023-05-31,2331002322D,Netherland,67.0,Female
2023-05-31,2331002396D,Netherland,67.0,Female
2023-05-31,2331002278D,Germany,67.0,Female
2023-05-31,2348000355D,Poland,30.0,Male
2023-05-31,2348000388D,Poland,17.0,Female
2023-05-31,2331002321D,Netherland,56.0,Female
2023-05-31,2348000370D,Poland,26.0,Male
2023-05-31,2334001787D,Italy,26.0,Male
2023-05-31,2331002277D,Germany,26.0,Male
2023-05-31,2348000354D,Poland,146.0,Female
2023-05-31,2348000387D,Poland,39.0,Female
2023-05-31,2331002320D,Netherland,70.0,Female
2023-05-31,2331002395D,Netherland,34.0,Female
2023-05-31,2334001813D,Italy,34.0,Female
2023-05-31,2348000353D,Poland,46.0,Female
2023-05-31,2331002319D,Netherland,33.0,Female
2023-05-31,2348000369D,Poland,45.0,Female
2023-05-31,2331002414D,Austria,45.0,Female
2023-05-31,2331002744D,Denmark,89.0,Female
2023-05-31,2348000352D,Poland,89.0,Female
2023-05-31,2348000334D,Poland,161.0,Male
2023-05-31,2348000368D,Poland,17.0,Female
2023-05-31,2331002413D,Austria,17.0,Female
2023-05-31,2348000351D,Poland,33.0,Female
2023-05-31,2348000386D,Poland,78.0,Male
2023-05-31,2331002318D,Netherland,55.0,Male
2023-05-31,2348000367D,Poland,16.0,Male
2023-05-31,2348000410D,Poland,39.0,Male
2023-05-31,2334001802D,Italy,39.0,Male
2023-05-31,2348000350D,Poland,39.0,Male
2023-05-31,2331002403D,Netherland,39.0,Male
2023-05-31,2331002317D,Iceland,39.0,Male
2023-05-31,2348000366D,Poland,15.0,Female
2023-05-31,2348000409D,Poland,30.0,Male
2023-05-31,2334001801D,Italy,30.0,Male
2023-05-31,2348000333D,Poland,37.0,Male
2023-05-31,2348000326D,Poland,91.0,Male
2023-05-31,2348000365D,Poland,43.0,Female
2023-05-31,2331002412D,Austria,43.0,Female
2023-05-31,2348000385D,Poland,49.0,Male
2023-05-31,2331002316D,Iceland,49.0,Male
2023-05-31,2348000325D,Poland,49.0,Male
2023-05-31,2348000364D,Poland,41.0,Male
2023-05-31,2348000408D,Poland,29.0,Male
2023-05-31,2334001765D,Spain,29.0,Female
2023-05-31,2348000332D,Poland,31.0,Male
2023-05-31,2331002311D,Iceland,31.0,Male
2023-05-31,2331002393D,Netherland,31.0,Male
2023-05-31,2348000407D,Poland,31.0,Female
2023-05-31,2334001763D,Portugal,55.0,Male
2023-05-31,2331002315D,Iceland,14.0,Female
2023-05-31,2331002310D,Iceland,14.0,Female
2023-05-31,2348000363D,Poland,38.0,Female
2023-05-31,2331002411D,Germany,38.0,Female
2023-05-31,2334001762D,Portugal,74.0,Male
2023-05-31,2348000384D,Poland,26.0,Male
2023-05-31,2331002314D,Iceland,26.0,Male
2023-05-31,2344000432D,UK,74.0,Male
2023-05-31,2331002309D,Iceland,74.0,Male
2023-05-31,2331002392D,Netherland,74.0,Male
2023-05-31,2348000406D,Poland,39.0,Female
2023-05-31,2348000349D,Poland,43.0,Female
2023-05-31,2331002402D,Netherland,43.0,Female
2023-05-31,2348000331D,Poland,67.0,Female
2023-05-31,2334001815D,Italy,67.0,Female
2023-05-31,2331002308D,Iceland,67.0,Female
2023-05-31,2331002391D,Germany,67.0,Female
2023-05-31,2348000405D,Poland,67.0,Male
2023-05-31,2348000348D,Poland,31.0,Male
2023-05-31,2334001760D,Portugal,31.0,Female
2023-05-31,2348000383D,Poland,83.0,Male
2023-05-31,2331002390D,Switzerlan,83.0,Male
2023-05-31,2331002410D,Netherland,22.0,Male
2023-05-31,2348000347D,Poland,64.0,Male
2023-05-31,2334001759D,Portugal,64.0,Male
2023-05-31,2331002556D,Sweden,68.0,Female
2023-05-31,2331002313D,Iceland,68.0,Female
2023-05-31,2331002307D,Iceland,30.0,Male
2023-05-31,2331002389D,Germany,30.0,Male
2023-05-31,2348000404D,Poland,18.0,Male
2023-05-31,2348000346D,Poland,18.0,Female
2023-05-31,2334001758D,Portugal,54.0,Male
2023-05-31,2331002401D,Netherland,54.0,Male
2023-05-31,2331002521D,Sweden,23.0,Female
2023-05-31,2348000330D,Poland,30.0,Female
2023-05-31,2331002306D,Iceland,30.0,Female
2023-05-31,2348000362D,Poland,75.0,Female
2023-05-31,2348000403D,Poland,35.0,Female
2023-05-31,2348000345D,Poland,35.0,Male
2023-05-31,2334001757D,Portugal,35.0,Female
2023-05-31,2331002543D,Norway,15.0,Male
2023-05-31,2348000329D,Poland,39.0,Male
2023-05-31,2331002305D,Iceland,39.0,Male
2023-05-31,2331002388D,Germany,39.0,Male
2023-05-31,2331002409D,Netherland,39.0,Female
2023-05-31,2348000344D,Poland,113.0,Female
2023-05-31,2334001756D,Portugal,77.0,Female
2023-05-31,2331002564D,Norway,66.0,Female
2023-05-31,2331002304D,Iceland,42.0,Male
2023-05-31,2348000361D,Poland,61.0,Male
2023-05-31,2348000402D,Poland,17.0,Male
2023-05-31,2348000343D,Poland,17.0,Female
2023-05-31,2348000382D,Poland,15.0,Female
2023-05-31,2331002531D,Sweden,25.0,Male
2023-05-31,2348000328D,Poland,33.0,Male
2023-05-31,2348000401D,Poland,63.0,Female
2023-05-31,2348000342D,Poland,18.0,Female
2023-05-31,2348000381D,Poland,54.0,Male
2023-05-31,2331002544D,Norway,26.0,Female
2023-05-31,2331002290D,Netherland,20.0,Female
2023-05-31,2331002387D,Germany,20.0,Female
2023-05-31,2348000400D,Poland,39.0,Female
2023-05-31,2348000341D,Poland,13.0,Female
2023-05-31,2348000380D,Poland,38.0,Female
2023-05-31,2331002536D,Norway,30.0,Male
2023-05-31,2348000327D,Poland,90.0,Female
2023-05-31,2331002386D,Germany,73.0,Female
2023-05-31,2348000399D,Poland,37.0,Male
2023-05-31,2348000340D,Poland,76.0,Male
2023-05-31,2348000379D,Poland,17.0,Female
2023-05-31,2331002541D,Norway,29.0,Female
2023-05-31,2331002312D,Iceland,29.0,Female
2023-05-31,2331002289D,Belgium,29.0,Female
2023-05-31,2331002385D,Austria,29.0,Female
2023-05-31,2348000398D,Poland,70.0,Female
2023-05-31,2348000378D,Poland,27.0,Male
2023-05-31,2331002525D,Norway,110.0,Male
2023-05-31,2331002384D,Austria,26.0,Female
2023-05-31,2348000396D,Poland,39.0,Female
2023-05-31,2348000339D,Poland,33.0,Female
2023-05-31,2348000377D,Poland,33.0,Female
2023-05-31,2344000418D,UK,28.0,Female
2023-05-31,2331002288D,Germany,28.0,Female
2023-05-31,2331002383D,Netherland,28.0,Male
2023-05-31,2348000395D,Poland,41.0,Male
2023-05-31,2348000397D,Poland,77.0,Female
2023-05-31,2348000376D,Poland,29.0,Female
2023-05-31,2331002287D,Germany,43.0,Female
2023-05-31,2331002382D,Germany,43.0,Female
2023-05-31,2331002407D,Netherland,43.0,Female
2023-05-31,2348000338D,Poland,55.0,Female
2023-05-31,2331002286D,Germany,31.0,Female
2023-05-31,2331002381D,Germany,31.0,Female
2023-05-31,2331002399D,Netherland,14.0,Female
2023-05-31,2344000417D,UK,20.0,Female
2023-05-31,2331002285D,Germany,20.0,Female
2023-05-31,2348000360D,Poland,44.0,Male
2023-05-31,2348000394D,Poland,140.0,Male
2023-05-31,2348000337D,Poland,56.0,Male
2023-05-31,2344000416D,UK,26.0,Female
2023-05-31,2331002284D,Germany,44.0,Female
2023-05-31,2331002406D,Netherland,20.0,Female
2023-05-31,2331002326D,Netherland,20.0,Female
2023-06-01,2334001768D,Spain,36.0,Female
2023-06-01,2334001850D,Italy,36.0,Female
2023-06-01,2331002447D,Netherland,60.0,Female
2023-06-01,2331002459D,Austria,60.0,Female
2023-06-01,2334001792D,Spain,18.0,Male
2023-06-01,2348000425D,Poland,42.0,Female
2023-06-01,2334001790D,Spain,18.0,Female
2023-06-01,2331002446D,Netherland,18.0,Female
2023-06-01,2331002265D,Germany,18.0,Female
2023-06-01,2334001791D,Spain,102.0,Male
2023-06-01,2348000424D,Poland,18.0,Female
2023-06-01,2334001796D,France,78.0,Female
2023-06-01,2331002261D,Belgium,37.0,Male
2023-06-01,2348000423D,Poland,25.0,Male
2023-06-01,2344000423D,UK,25.0,Male
2023-06-01,2331002445D,Netherland,25.0,Male
2023-06-01,2331002255D,Belgium,31.0,Male
2023-06-01,2334001789D,Spain,17.0,Male
2023-06-01,2334001794D,France,17.0,Male
2023-06-01,2331002444D,Netherland,17.0,Male
2023-06-01,2331002394D,Belgium,88.0,Female
2023-06-01,2331002527D,Sweden,25.0,Male
2023-06-01,2348000422D,Poland,40.0,Female
2023-06-01,2331002443D,Netherland,74.0,Female
2023-06-01,2331002400D,Netherland,74.0,Female
2023-06-01,2331002458D,Austria,74.0,Female
2023-06-01,2331002546D,Sweden,75.0,Male
2023-06-01,2348000421D,Poland,40.0,Female
2023-06-01,2331002442D,Netherland,43.0,Female
2023-06-01,2331002248D,Netherland,43.0,Female
2023-06-01,2334001786D,France,31.0,Male
2023-06-01,2334001793D,Spain,19.0,Male
2023-06-01,2334001781D,France,103.0,Male
2023-06-01,2331002351D,Netherland,43.0,Male
2023-06-01,2331002547D,Sweden,54.0,Male
2023-06-01,2334001783D,France,66.0,Male
2023-06-01,2344000421D,UK,66.0,Male
2023-06-01,2334001782D,France,45.0,Female
2023-06-01,2331002743D,Denmark,31.0,Male
2023-06-01,2331002441D,Netherland,31.0,Male
2023-06-01,2334001785D,France,55.0,Male
2023-06-01,2334001777D,Greece,31.0,Male
2023-06-01,2344000420D,UK,31.0,Male
2023-06-01,2331002440D,Netherland,115.0,Male
2023-06-01,2334001776D,Greece,31.0,Female
2023-06-01,2348000428D,Spain,31.0,Female
2023-06-01,2348000429D,Spain,31.0,Male
2023-06-01,2334001775D,Spain,79.0,Male
2023-06-01,2331002439D,Netherland,79.0,Male
2023-06-01,2334001784D,France,31.0,Female
2023-06-01,2331002457D,Austria,31.0,Female
2023-06-01,2348000420D,Poland,19.0,Female
2023-06-01,2331002561D,Sweden,78.0,Female
2023-06-01,2344000412D,UK,78.0,Male
2023-06-01,2348000419D,Poland,18.0,Male
2023-06-01,2331002438D,Netherland,114.0,Female
2023-06-01,2331002460D,Austria,114.0,Female
2023-06-01,2334001774D,Spain,54.0,Male
2023-06-01,2331002437D,Netherland,54.0,Male
2023-06-01,2344000372D,UK,54.0,Male
2023-06-01,2344000458D,UK,54.0,Male
2023-06-01,2348000418D,Poland,30.0,Male
2023-06-01,2331002519D,Sweden,53.0,Female
2023-06-01,2334001772D,Spain,77.0,Male
2023-06-01,2334001773D,Spain,53.0,Male
2023-06-01,2331002436D,Finland,53.0,Male
2023-06-01,2331002523D,Sweden,34.0,Male
2023-06-01,2334001779D,Spain,34.0,Female
2023-06-01,2331002553D,Sweden,106.0,Female
2023-06-01,2331002539D,Sweden,82.0,Female
2023-06-01,2334001778D,Greece,61.0,Female
2023-06-01,2348000427D,Spain,61.0,Female
2023-06-01,2331002554D,Sweden,35.0,Male
2023-06-01,2331002434D,Netherland,83.0,Male
2023-06-01,2331002528D,Sweden,67.0,Male
2023-06-01,2331002456D,Austria,67.0,Male
2023-06-01,2334001771D,Spain,67.0,Female
2023-06-01,2331002520D,Sweden,68.0,Male
2023-06-01,2331002517D,Sweden,87.0,Male
2023-06-01,2331002514D,Sweden,61.0,Male
2023-06-01,2348000417D,Poland,25.0,Female
2023-06-01,2331002433D,Netherland,25.0,Female
2023-06-01,2334001788D,Italy,25.0,Female
2023-06-01,2331002513D,Sweden,13.0,Male
2023-06-01,2348000416D,Poland,19.0,Male
2023-06-01,2348000426D,Spain,19.0,Male
2023-06-01,2334001829D,Italy,19.0,Male
2023-06-01,2348000415D,Poland,43.0,Male
2023-06-01,2331002432D,Netherland,43.0,Male
2023-06-01,2334001828D,Italy,43.0,Male
2023-06-01,2331002526D,Sweden,26.0,Male
2023-06-01,2348000414D,Poland,98.0,Female
2023-06-01,2331002431D,Bulgaria,98.0,Female
2023-06-01,2331002548D,Sweden,30.0,Male
2023-06-01,2331002518D,Sweden,38.0,Male
2023-06-01,2344000419D,UK,38.0,Male
2023-06-01,2331002551D,Sweden,38.0,Male
2023-06-01,2331002455D,Austria,38.0,Male
2023-06-01,2331002545D,Sweden,59.0,Male
2023-06-01,2348000413D,Poland,49.0,Male
2023-06-01,2331002430D,Netherland,49.0,Male
2023-06-01,2331002515D,Sweden,53.0,Female
2023-06-01,2344000424D,UK,53.0,Female
2023-06-01,2348000412D,Poland,41.0,Female
2023-06-01,2331002429D,Finland,41.0,Female
2023-06-01,2331002540D,Sweden,65.0,Male
2023-06-01,2331002549D,Sweden,46.0,Male
2023-06-01,2348000411D,Poland,106.0,Female
2023-06-01,2331002529D,Sweden,37.0,Male
2023-06-01,2334001770D,Spain,97.0,Female
2023-06-01,2344000425D,Northern Ireland,97.0,Female
2023-06-01,2331002533D,Sweden,13.0,Male
2023-06-01,2334001769D,Spain,85.0,Female
2023-06-01,2331002449D,Netherland,85.0,Female
2023-06-01,2344000201D,UK,85.0,Female
2023-06-01,2331002552D,Sweden,22.0,Female
2023-06-01,2331002537D,Sweden,20.0,Female
2023-06-01,2331002448D,Netherland,107.0,Female
2023-06-01,90AAE193,Germany,47.0,Female
2023-06-02,2344000435D,UK,70.0,Female
2023-06-02,2334001804D,Portugal,71.0,Male
2023-06-02,2331002461D,Netherland,71.0,Male
2023-06-02,2331002505D,Netherland,71.0,Male
2023-06-02,2344000477D,UK,19.0,Female
2023-06-02,2331002481D,Germany,19.0,Female
2023-06-02,2331002482D,Austria,19.0,Female
2023-06-02,2334001803D,Portugal,50.0,Male
2023-06-02,2331002408D,Netherland,50.0,Male
2023-06-02,2331002504D,Netherland,50.0,Male
2023-06-02,2331002555D,Norway,74.0,Male
2023-06-02,2344000451D,UK,74.0,Male
2023-06-02,2334001797D,Spain,74.0,Male
2023-06-02,2331002503D,Netherland,74.0,Male
2023-06-02,2331002550D,Norway,50.0,Male
2023-06-02,2344000441D,UK,50.0,Male
2023-06-02,2331002480D,Germany,50.0,Male
2023-06-02,2331002819D,Finland,26.0,Female
2023-06-02,2331002502D,Netherland,26.0,Female
2023-06-02,2331002557D,Norway,70.0,Male
2023-06-02,2344000407D,UK,70.0,Male
2023-06-02,2331002479D,Belgium,70.0,Male
2023-06-02,2331002530D,Sweden,18.0,Female
2023-06-02,2331002501D,Netherland,18.0,Female
2023-06-02,2331002559D,Norway,13.0,Female
2023-06-02,2344000434D,UK,13.0,Female
2023-06-02,2331002511D,Sweden,19.0,Female
2023-06-02,2331002500D,Netherland,19.0,Female
2023-06-02,2331002563D,Norway,31.0,Male
2023-06-02,2331002478D,Belgium,67.0,Female
2023-06-02,2331002565D,Norway,18.0,Female
2023-06-02,2331002477D,Belgium,18.0,Female
2023-06-02,2331002542D,Sweden,54.0,Female
2023-06-02,2331002498D,Belgium,54.0,Female
2023-06-02,2334001819D,France,114.0,Female
2023-06-02,2331002532D,Sweden,49.0,Male
2023-06-02,2331002497D,Germany,49.0,Male
2023-06-02,2344000433D,UK,35.0,Female
2023-06-02,2331002534D,Sweden,63.0,Male
2023-06-02,2331002496D,Germany,63.0,Male
2023-06-02,2334001808D,Spain,147.0,Female
2023-06-02,2331002475D,Belgium,147.0,Female
2023-06-02,2331002495D,Germany,147.0,Female
2023-06-02,2334001814D,Spain,147.0,Female
2023-06-02,2334001812D,Spain,147.0,Female
2023-06-02,2331002474D,Germany,22.0,Female
2023-06-02,2331002494D,Germany,22.0,Female
2023-06-02,2334001811D,Spain,22.0,Female
2023-06-02,2334000546D,Spain,22.0,Female
2023-06-02,2331002473D,Austria,22.0,Female
2023-06-02,2331002493D,Germany,22.0,Female
2023-06-02,2334001810D,Spain,58.0,Male
2023-06-02,2344000431D,UK,34.0,Female
2023-06-02,2334001809D,Spain,130.0,Male
2023-06-02,2331002470D,Belgium,66.0,Male
2023-06-02,2331002492D,Netherland,66.0,Male
2023-06-02,2344000430D,UK,66.0,Male
2023-06-02,2331002491D,Belgium,61.0,Female
2023-06-02,2348000433D,Czech Republic,13.0,Male
2023-06-02,2331002469D,Belgium,32.0,Male
2023-06-02,2331002490D,Germany,32.0,Male
2023-06-02,2348000431D,Czech Republic,29.0,Male
2023-06-02,2344000429D,UK,29.0,Male
2023-06-02,2348000432D,Czech Republic,29.0,Male
2023-06-02,2334001816D,Spain,23.0,Male
2023-06-02,2348000430D,Czech Republic,95.0,Male
2023-06-02,2331002468D,Germany,71.0,Male
2023-06-02,2344000440D,UK,71.0,Male
2023-06-02,2334001800D,Portugal,23.0,Female
2023-06-02,2344000428D,UK,23.0,Female
2023-06-02,2331002489D,Belgium,23.0,Female
2023-06-02,2331002298D,Hungary,59.0,Female
2023-06-02,2331002467D,Germany,59.0,Female
2023-06-02,2344000439D,UK,59.0,Female
2023-06-02,2334001799D,Portugal,35.0,Female
2023-06-02,2331002488D,Germany,56.0,Male
2023-06-02,2331002297D,Hungary,92.0,Male
2023-06-02,2331002487D,Belgium,92.0,Male
2023-06-02,2334001798D,Portugal,116.0,Female
2023-06-02,2331002466D,Belgium,116.0,Female
2023-06-02,2331002818D,Norway,13.0,Male
2023-06-02,2344000438D,UK,13.0,Male
2023-06-02,2331002296D,Hungary,37.0,Male
2023-06-02,2331002486D,Belgium,49.0,Male
2023-06-02,2331002295D,Hungary,85.0,Male
2023-06-02,2331002465D,Belgium,85.0,Male
2023-06-02,2331002815D,Norway,64.0,Male
2023-06-02,2331002485D,Belgium,64.0,Male
2023-06-02,2334001807D,Spain,28.0,Female
2023-06-02,2344000427D,UK,28.0,Female
2023-06-02,2331002822D,Norway,52.0,Female
2023-06-02,2331002524D,Sweden,18.0,Male
2023-06-02,2344000437D,UK,18.0,Male
2023-06-02,2331002294D,Hungary,90.0,Male
2023-06-02,2331002464D,Belgium,90.0,Female
2023-06-02,2331002509D,Germany,90.0,Female
2023-06-02,2331002566D,Norway,31.0,Male
2023-06-02,2331002293D,Hungary,91.0,Male
2023-06-02,2344000426D,UK,91.0,Male
2023-06-02,2331002508D,Belgium,91.0,Male
2023-06-02,2331002560D,Norway,22.0,Male
2023-06-02,2331002484D,Belgium,22.0,Male
2023-06-02,2331002292D,Hungary,46.0,Male
2023-06-02,2331002463D,Belgium,46.0,Female
2023-06-02,2331002745D,Denmark,53.0,Male
2023-06-02,2331002538D,Norway,56.0,Female
2023-06-02,2344000436D,UK,56.0,Female
2023-06-02,2334001806D,Spain,56.0,Female
2023-06-02,2331002462D,Belgium,56.0,Female
2023-06-02,2331002507D,Germany,56.0,Female
2023-06-02,2331002483D,Austria,56.0,Female
2023-06-02,2334001805D,Portugal,116.0,Female
2023-06-02,2331002506D,Netherland,104.0,Female
2023-06-02,2331002558D,Norway,23.0,Female
2023-06-05,2331004463D,Sweden,33.0,Male
2023-06-05,2331002611D,Netherland,23.0,Male
2023-06-05,2331002569D,Germany,35.0,Male
2023-06-05,2331002610D,Netherland,38.0,Male
2023-06-05,2331002568D,Germany,38.0,Male
2023-06-05,2331002655D,Austria,26.0,Male
2023-06-05,2334001868D,Italy,26.0,Male
2023-06-05,2331002609D,Netherland,26.0,Male
2023-06-05,2331002567D,Germany,38.0,Male
2023-06-05,2331002654D,Austria,38.0,Male
2023-06-05,2331002812D,Sweden,49.0,Male
2023-06-05,2331002608D,Netherland,61.0,Male
2023-06-05,2344000453D,UK,61.0,Male
2023-06-05,2331002653D,Austria,61.0,Male
2023-06-05,2331002820D,Sweden,25.0,Male
2023-06-05,2331002607D,Netherland,55.0,Female
2023-06-05,2344000452D,UK,55.0,Female
2023-06-05,2331002652D,Netherland,67.0,Female
2023-06-05,2334001834D,Spain,19.0,Female
2023-06-05,2331002802D,Norway,17.0,Male
2023-06-05,2331002606D,Netherland,17.0,Male
2023-06-05,2331002651D,Netherland,78.0,Female
2023-06-05,2331002816D,Sweden,112.0,Male
2023-06-05,2331002792D,Norway,20.0,Male
2023-06-05,2331002604D,Netherland,20.0,Male
2023-06-05,2344000450D,UK,20.0,Male
2023-06-05,2331002650D,Netherland,44.0,Male
2023-06-05,2331002817D,Sweden,26.0,Female
2023-06-05,2344000413D,UK,26.0,Female
2023-06-05,2331002602D,Netherland,26.0,Female
2023-06-05,2344000449D,UK,26.0,Female
2023-06-05,2331002649D,Netherland,28.0,Female
2023-06-05,2331002476D,Germany,28.0,Female
2023-06-05,2344000422D,UK,28.0,Female
2023-06-05,2331002601D,Netherland,28.0,Female
2023-06-05,2344000448D,UK,28.0,Female
2023-06-05,2331002648D,Netherland,28.0,Female
2023-06-05,2334001833D,Spain,52.0,Female
2023-06-05,2331002821D,Sweden,31.0,Male
2023-06-05,2331002600D,Netherland,31.0,Male
2023-06-05,2344000447D,UK,31.0,Male
2023-06-05,2331002647D,Netherland,31.0,Male
2023-06-05,2331002811D,Sweden,61.0,Male
2023-06-05,2331002804D,Sweden,87.0,Female
2023-06-05,2331002599D,Netherland,49.0,Female
2023-06-05,2344000446D,Northern Ireland,49.0,Female
2023-06-05,2331002646D,Netherland,121.0,Male
2023-06-05,2331002801D,Sweden,32.0,Male
2023-06-05,2331002807D,Norway,15.0,Male
2023-06-05,2344000445D,UK,15.0,Male
2023-06-05,2331002645D,Netherland,27.0,Male
2023-06-05,2331002810D,Sweden,27.0,Male
2023-06-05,2344000444D,UK,27.0,Male
2023-06-05,2331002644D,Netherland,27.0,Male
2023-06-05,2334001832D,Spain,27.0,Male
2023-06-05,2331002598D,Netherland,102.0,Male
2023-06-05,2344000443D,UK,102.0,Male
2023-06-05,2331002643D,Netherland,78.0,Male
2023-06-05,2334001831D,France,42.0,Male
2023-06-05,2334001754D,Spain,30.0,Male
2023-06-05,2331002642D,Netherland,45.0,Female
2023-06-05,2331002790D,Sweden,73.0,Female
2023-06-05,2331002798D,Norway,16.0,Female
2023-06-05,2331002597D,Netherland,16.0,Female
2023-06-05,2331002641D,Netherland,45.0,Female
2023-06-05,2334001830D,France,93.0,Female
2023-06-05,2331002803D,Norway,21.0,Female
2023-06-05,2331002640D,Netherland,21.0,Female
2023-06-05,2344000462D,UK,21.0,Male
2023-06-05,2331002596D,Netherland,21.0,Male
2023-06-05,2331002585D,Germany,21.0,Female
2023-06-05,2331002595D,Germany,21.0,Female
2023-06-05,2331002639D,Netherland,66.0,Female
2023-06-05,2331002624D,Netherland,110.0,Male
2023-06-05,2331002584D,Germany,110.0,Male
2023-06-05,2331002594D,Germany,110.0,Male
2023-06-05,2331002638D,Netherland,110.0,Male
2023-06-05,2331002623D,Netherland,14.0,Female
2023-06-05,2331002583D,Latvia,14.0,Male
2023-06-05,2331002593D,Germany,14.0,Male
2023-06-05,2331002637D,Netherland,14.0,Male
2023-06-05,2331002582D,Netherland,50.0,Female
2023-06-05,2331002592D,Germany,50.0,Female
2023-06-05,2331002636D,Netherland,85.0,Female
2023-06-05,2331002622D,Netherland,17.0,Female
2023-06-05,2331002581D,Germany,17.0,Female
2023-06-05,2331002591D,Germany,17.0,Female
2023-06-05,2331002635D,Netherland,17.0,Female
2023-06-05,2331002579D,Germany,17.0,Female
2023-06-05,2344000442D,UK,17.0,Female
2023-06-05,2331002590D,Germany,17.0,Female
2023-06-05,2331002633D,Netherland,23.0,Male
2023-06-05,2331002621D,Netherland,38.0,Female
2023-06-05,2331002578D,Germany,38.0,Female
2023-06-05,2331002589D,Switzerlan,38.0,Female
2023-06-05,2331002632D,Netherland,31.0,Female
2023-06-05,2334001827D,Slovenia,31.0,Female
2023-06-05,2331002620D,Netherland,31.0,Female
2023-06-05,2331002577D,Germany,31.0,Female
2023-06-05,2334001795D,France,19.0,Female
2023-06-05,2331002588D,Germany,19.0,Female
