Date,TestID,Country,Age (M),Sex
2023-05-02,2331001258D,Norway,46.0,Male
2023-05-02,2331001333D,Germany,46.0,Male
2023-05-02,2331001261D,Norway,25.0,Female
2023-05-02,2344000279D,UK,25.0,Female
2023-05-02,2331001405D,Norway,67.0,Female
2023-05-02,2344000278D,UK,64.0,Male
2023-05-02,2331001411D,Norway,43.0,Male
2023-05-02,2331001401D,Sweden,28.0,Male
2023-05-02,2331001403D,Norway,77.0,Male
2023-05-02,2331001332D,Germany,77.0,Male
2023-05-02,2331001408D,Sweden,61.0,Female
2023-05-02,2331001121D,Netherland,61.0,Female
2023-05-02,2331001402D,Norway,73.0,Male
2023-05-02,2331001331D,Netherland,73.0,Male
2023-05-02,2331001417D,Sweden,44.0,Male
2023-05-02,2331001330D,Netherland,44.0,Male
2023-05-02,2331001413D,Sweden,44.0,Female
2023-05-02,2331001329D,Netherland,44.0,Female
2023-05-02,2331001328D,Netherland,20.0,Female
2023-05-02,2331001406D,Sweden,44.0,Female
2023-05-02,2331001327D,Netherland,44.0,Female
2023-05-02,2331001325D,Netherland,13.0,Male
2023-05-02,2331001326D,Netherland,13.0,Male
2023-05-02,2331001324D,Germany,13.0,Male
2023-05-03,2334001246D,Italy,13.0,Male
2023-05-03,2331001389D,Germany,13.0,Male
2023-05-03,2331001352D,Belgium,73.0,Male
2023-05-03,2334001179D,Poland,13.0,Male
2023-05-03,2344000283D,UK,13.0,Male
2023-05-03,2331001388D,Germany,13.0,Male
2023-05-03,2334001111D,Spain,49.0,Male
2023-05-03,2334001177D,Poland,74.0,Female
2023-05-03,2344000285D,UK,26.0,Female
2023-05-03,2331001385D,Belgium,26.0,Female
2023-05-03,2331001351D,Netherland,20.0,Female
2023-05-03,2334001176D,Poland,15.0,Female
2023-05-03,2331000824D,Estonia,15.0,Female
2023-05-03,2331001384D,Belgium,15.0,Female
2023-05-03,2331001511D,Denmark,32.0,Male
2023-05-03,2344000284D,UK,18.0,Male
2023-05-03,2331001383D,Belgium,18.0,Male
2023-05-03,2331001350D,Netherland,18.0,Male
2023-05-03,2334001252D,Italy,30.0,Male
2023-05-03,2331001382D,Belgium,30.0,Male
2023-05-03,2331001349D,Netherland,30.0,Male
2023-05-03,2334001228D,Italy,30.0,Male
2023-05-03,2331001381D,Germany,30.0,Male
2023-05-03,2331001348D,Switzerlan,30.0,Male
2023-05-03,2331001379D,Germany,54.0,Male
2023-05-03,2331000785D,Germany,54.0,Male
2023-05-03,2331001347D,Switzerlan,54.0,Male
2023-05-03,2331001378D,Germany,54.0,Male
2023-05-03,2334001300D,Italy,54.0,Male
2023-05-03,2334001224D,Italy,54.0,Male
2023-05-03,2331001380D,Belgium,54.0,Male
2023-05-03,2334001107D,Spain,66.0,Female
2023-05-03,2344000313D,UK,26.0,Male
2023-05-03,2334001225D,Italy,26.0,Male
2023-05-03,2331001377D,Belgium,26.0,Male
2023-05-03,2334001175D,Poland,27.0,Male
2023-05-03,2331001371D,Netherland,27.0,Male
2023-05-03,2331001376D,Belgium,27.0,Male
2023-05-03,2334001174D,Poland,75.0,Female
2023-05-03,2331001370D,Netherland,15.0,Female
2023-05-03,2331001375D,Switzerlan,15.0,Female
2023-05-03,2334001170D,Poland,15.0,Female
2023-05-03,2331001369D,Netherland,27.0,Female
2023-05-03,2331001374D,Belgium,75.0,Female
2023-05-03,2331001373D,Germany,51.0,Female
2023-05-03,2331001400D,Sweden,135.0,Male
2023-05-03,2331001368D,Netherland,51.0,Male
2023-05-03,2331001372D,Germany,51.0,Male
2023-05-03,2331001409D,Sweden,13.0,Male
2023-05-03,2331001365D,Netherland,14.0,Male
2023-05-03,2331001367D,Netherland,102.0,Female
2023-05-03,2331001364D,Netherland,106.0,Male
2023-05-03,2331001366D,Netherland,106.0,Male
2023-05-03,2334000459D,Poland,22.0,Male
2023-05-03,2331001414D,Sweden,74.0,Male
2023-05-03,2331001363D,Netherland,74.0,Male
2023-05-03,2331001399D,Sweden,58.0,Female
2023-05-03,2331001362D,Netherland,82.0,Female
2023-05-03,2334001140D,Poland,22.0,Male
2023-05-03,2331001361D,Netherland,44.0,Male
2023-05-03,2334001136D,Poland,53.0,Female
2023-05-03,2331001360D,Netherland,53.0,Male
2023-05-03,2331001404D,Sweden,43.0,Male
2023-05-03,2331001359D,Netherland,43.0,Male
2023-05-03,2331001358D,Netherland,55.0,Male
2023-05-03,2331001416D,Sweden,61.0,Male
2023-05-03,2331001415D,Sweden,37.0,Male
2023-05-03,2331001357D,Netherland,37.0,Female
2023-05-03,2334001115D,Spain,17.0,Female
2023-05-03,2334001189D,Poland,68.0,Female
2023-05-03,2331001356D,Netherland,16.0,Female
2023-05-03,2334001188D,Poland,101.0,Male
2023-05-03,2331001412D,Sweden,38.0,Male
2023-05-03,2334001187D,Poland,14.0,Male
2023-05-03,2331001510D,Denmark,19.0,Female
2023-05-03,2331001355D,Estonia,61.0,Female
2023-05-03,2334001186D,Poland,49.0,Female
2023-05-03,2331001393D,Belgium,49.0,Female
2023-05-03,2334001114D,Spain,49.0,Female
2023-05-03,2334001185D,Poland,54.0,Male
2023-05-03,2331001392D,Germany,18.0,Female
2023-05-03,2331001354D,Netherland,18.0,Female
2023-05-03,2334001184D,Poland,25.0,Male
2023-05-03,2334001250D,Italy,25.0,Male
2023-05-03,2334001113D,Spain,109.0,Male
2023-05-03,2334001183D,Poland,102.0,Female
2023-05-03,2334001245D,Italy,102.0,Female
2023-05-03,2331001391D,Germany,102.0,Female
2023-05-03,2331001353D,Netherland,102.0,Female
2023-05-03,2334001181D,Poland,18.0,Female
2023-05-03,2344000286D,UK,114.0,Female
2023-05-03,2331001390D,Germany,114.0,Female
2023-05-03,2334001112D,Spain,114.0,Female
2023-05-03,2334001180D,Poland,42.0,Female
2023-05-03,2334001182D,Poland,114.0,Female
2023-05-04,2334001171D,Poland,36.0,Male
2023-05-04,2334001217D,Poland,16.0,Male
2023-05-04,2331001520D,Sweden,62.0,Male
2023-05-04,2334001214D,Poland,26.0,Female
2023-05-04,2331001429D,Netherland,26.0,Female
2023-05-04,2334001168D,Poland,38.0,Female
2023-05-04,2334001143D,Poland,47.0,Female
2023-05-04,2334001198D,Poland,35.0,Female
2023-05-04,2331001515D,Sweden,19.0,Male
2023-05-04,2334001194D,Poland,15.0,Male
2023-05-04,2331001428D,Netherland,15.0,Male
2023-05-04,2334001167D,Poland,55.0,Male
2023-05-04,2334001142D,Poland,28.0,Male
2023-05-04,2331001531D,Sweden,21.0,Male
2023-05-04,2331001419D,Netherland,21.0,Male
2023-05-04,2331001427D,Netherland,21.0,Female
2023-05-04,2334001178D,Poland,127.0,Male
2023-05-04,2334001141D,Poland,22.0,Male
2023-05-04,2334001216D,Poland,46.0,Female
2023-05-04,2331001526D,Sweden,22.0,Male
2023-05-04,2331001418D,Netherland,22.0,Male
2023-05-04,2331001426D,Netherland,22.0,Male
2023-05-04,2334001197D,Poland,21.0,Male
2023-05-04,2331001532D,Norway,29.0,Male
2023-05-04,2334001193D,Poland,41.0,Female
2023-05-04,2331001425D,Netherland,23.0,Female
2023-05-04,2334001139D,Poland,18.0,Male
2023-05-04,2331001527D,Norway,29.0,Male
2023-05-04,2334001213D,Poland,30.0,Female
2023-05-04,2331001424D,Netherland,30.0,Female
2023-05-04,2334001138D,Poland,66.0,Male
2023-05-04,2334001215D,Poland,90.0,Male
2023-05-04,2331001423D,Netherland,66.0,Male
2023-05-04,2334001166D,Poland,127.0,Female
2023-05-04,2334001196D,Poland,18.0,Male
2023-05-04,2331001518D,Norway,83.0,Female
2023-05-04,2334001238D,Spain,83.0,Female
2023-05-04,2334001165D,Poland,107.0,Male
2023-05-04,2334001137D,Poland,46.0,Female
2023-05-04,2331001421D,Netherland,46.0,Female
2023-05-04,2331001519D,Norway,32.0,Male
2023-05-04,2334001212D,Poland,15.0,Female
2023-05-04,2331001422D,Netherland,15.0,Female
2023-05-04,2334001135D,Poland,27.0,Male
2023-05-04,2331001529D,Norway,37.0,Female
2023-05-04,2334001237D,Spain,73.0,Male
2023-05-04,2334001134D,Poland,35.0,Male
2023-05-04,2331001523D,Norway,30.0,Male
2023-05-04,2334001192D,Poland,82.0,Female
2023-05-04,2334001164D,Poland,46.0,Male
2023-05-04,2344000290D,UK,46.0,Male
2023-05-04,2334001133D,Poland,47.0,Female
2023-05-04,2331001513D,Norway,13.0,Female
2023-05-04,2334001211D,Poland,31.0,Male
2023-05-04,2334001163D,Poland,127.0,Male
2023-05-04,2344000289D,UK,127.0,Male
2023-05-04,2334001132D,Poland,29.0,Male
2023-05-04,2331001512D,Norway,50.0,Female
2023-05-04,2334001191D,Poland,134.0,Female
2023-05-04,2334001162D,Poland,100.0,Male
2023-05-04,2334001236D,Spain,88.0,Female
2023-05-04,2334001131D,Poland,18.0,Female
2023-05-04,2334001123D,Greece,54.0,Male
2023-05-04,2334001223D,France,18.0,Male
2023-05-04,2334001161D,Poland,90.0,Female
2023-05-04,2334001235D,Spain,30.0,Female
2023-05-04,2334001130D,Poland,66.0,Female
2023-05-04,2331001514D,Norway,13.0,Male
2023-05-04,2334001222D,France,25.0,Female
2023-05-04,2344000287D,UK,25.0,Female
2023-05-04,2334001129D,Poland,53.0,Female
2023-05-04,2331001521D,Sweden,55.0,Female
2023-05-04,2334001221D,France,31.0,Female
2023-05-04,2334001160D,Poland,109.0,Female
2023-05-04,2334001128D,Poland,115.0,Male
2023-05-04,2331001524D,Sweden,15.0,Male
2023-05-04,2334001210D,Poland,22.0,Male
2023-05-04,2334001159D,Poland,18.0,Female
2023-05-04,2334001234D,Spain,78.0,Male
2023-05-04,2334001127D,Poland,35.0,Female
2023-05-04,2331001528D,Sweden,42.0,Female
2023-05-04,2334001190D,Poland,18.0,Female
2023-05-04,2334001158D,Poland,67.0,Male
2023-05-04,2334001251D,Italy,67.0,Male
2023-05-04,2334001126D,Poland,31.0,Male
2023-05-04,2331001525D,Sweden,16.0,Female
2023-05-04,2334001220D,France,52.0,Male
2023-05-04,2334001157D,Poland,65.0,Male
2023-05-04,2334001233D,Spain,65.0,Male
2023-05-04,2334001125D,Poland,39.0,Female
2023-05-04,2331001522D,Sweden,27.0,Male
2023-05-04,2334001209D,Poland,52.0,Male
2023-05-04,2334001156D,Poland,50.0,Male
2023-05-04,2334001232D,Spain,50.0,Male
2023-05-04,2334001124D,Poland,61.0,Male
2023-05-04,2344000288D,UK,61.0,Male
2023-05-04,2334001208D,Poland,26.0,Male
2023-05-04,2334001155D,Poland,39.0,Male
2023-05-04,2334001122D,Spain,75.0,Female
2023-05-04,2334001154D,Poland,87.0,Female
2023-05-04,2334001231D,Spain,87.0,Female
2023-05-04,2334001153D,Poland,51.0,Female
2023-05-04,2344000291D,UK,74.0,Male
2023-05-04,2334001207D,Poland,30.0,Male
2023-05-04,2334001152D,Poland,42.0,Male
2023-05-04,2331000700D,Belgium,102.0,Male
2023-05-04,2344000292D,UK,102.0,Male
2023-05-04,2334001206D,Poland,30.0,Female
2023-05-04,2334001151D,Poland,59.0,Female
2023-05-04,2344000277D,UK,59.0,Female
2023-05-04,2331001438D,Netherland,35.0,Female
2023-05-04,2334001121D,Spain,59.0,Female
2023-05-04,2334001150D,Poland,59.0,Female
2023-05-04,2334001270D,Italy,59.0,Female
2023-05-04,2334001240D,Greece,59.0,Male
2023-05-04,2334001205D,Poland,59.0,Female
2023-05-04,2334001149D,Poland,59.0,Female
2023-05-04,2334001248D,Italy,59.0,Female
2023-05-04,2331001437D,Netherland,28.0,Male
2023-05-04,2334001204D,Poland,34.0,Male
2023-05-04,2334001148D,Poland,22.0,Male
2023-05-04,2334001203D,Poland,106.0,Male
2023-05-04,2331001436D,Netherland,32.0,Male
2023-05-04,2334001173D,Poland,32.0,Female
2023-05-04,2334001147D,Poland,68.0,Male
2023-05-04,2334001202D,Poland,68.0,Male
2023-05-04,2334001146D,Poland,71.0,Female
2023-05-04,2334001201D,Poland,95.0,Female
2023-05-04,2331001435D,Netherland,107.0,Female
2023-05-04,2331001394D,Belgium,107.0,Female
2023-05-04,2334001145D,Poland,47.0,Male
2023-05-04,2334001200D,Poland,22.0,Female
2023-05-04,2331001434D,Netherland,22.0,Female
2023-05-04,2334001169D,Poland,15.0,Female
2023-05-04,2334001144D,Poland,39.0,Female
2023-05-04,2334001199D,Poland,27.0,Female
2023-05-04,2331001516D,Sweden,21.0,Female
2023-05-04,2334001195D,Poland,13.0,Male
2023-05-04,2331001431D,Netherland,13.0,Male
2023-05-04,2331001433D,Netherland,49.0,Male
2023-05-04,2334001172D,Poland,37.0,Female
2023-05-04,2334001218D,Poland,70.0,Male
2023-05-04,2331001517D,Sweden,70.0,Male
2023-05-04,2331001420D,Netherland,70.0,Male
2023-05-04,2331001430D,Netherland,70.0,Male
2023-05-04,2334001239D,Spain,34.0,Male
2023-05-04,2334001118D,France,82.0,Female
2023-05-05,2331001443D,Netherland,82.0,Female
2023-05-05,2331001530D,Sweden,46.0,Male
2023-05-05,2334001259D,Spain,27.0,Male
2023-05-05,2331001442D,Netherland,44.0,Male
2023-05-05,2344000301D,UK,44.0,Male
2023-05-05,2331001441D,Netherland,44.0,Male
2023-05-05,2331001469D,Germany,44.0,Male
2023-05-05,2334001258D,Spain,47.0,Male
2023-05-05,2331001468D,Germany,47.0,Male
2023-05-05,2334001249D,Italy,47.0,Male
2023-05-05,2331001467D,Belgium,47.0,Male
2023-05-05,2334001257D,Germany,47.0,Male
2023-05-05,2331001466D,Germany,47.0,Male
2023-05-05,2331001440D,Netherland,47.0,Female
2023-05-05,2331001465D,Germany,47.0,Female
2023-05-05,2344000307D,UK,23.0,Female
2023-05-05,2331001463D,Germany,23.0,Female
2023-05-05,2344000300D,UK,23.0,Female
2023-05-05,2344000306D,UK,14.0,Male
2023-05-05,2331001462D,Germany,14.0,Female
2023-05-05,2344000299D,UK,14.0,Female
2023-05-05,2331001461D,Germany,14.0,Female
2023-05-05,2334001219D,Germany,14.0,Female
2023-05-05,2334001447D,Italy,14.0,Female
2023-05-05,2334001256D,France,62.0,Female
2023-05-05,2334001264D,Spain,23.0,Male
2023-05-05,2344000298D,UK,23.0,Male
2023-05-05,2334001263D,Spain,71.0,Female
2023-05-05,2331001460D,Germany,71.0,Female
2023-05-05,2334001255D,Switzerlan,71.0,Female
2023-05-05,2331001458D,Netherland,104.0,Female
2023-05-05,2334001254D,France,104.0,Male
2023-05-05,2331001457D,Netherland,104.0,Female
2023-05-05,2334001253d,France,104.0,Male
2023-05-05,2334001262D,Spain,35.0,Female
2023-05-05,2344000297D,UK,35.0,Female
2023-05-05,2331001456D,Netherland,71.0,Female
2023-05-05,2331001454D,Netherland,64.0,Female
2023-05-05,2334001247D,Spain,52.0,Male
2023-05-05,2334001261D,Spain,64.0,Female
2023-05-05,2344000296D,UK,64.0,Female
2023-05-05,2331001453D,Netherland,93.0,Female
2023-05-05,2344000295D,UK,93.0,Female
2023-05-05,2331001452D,Netherland,21.0,Female
2023-05-05,2334001244D,Slovenia,69.0,Female
2023-05-05,2344000294D,UK,69.0,Female
2023-05-05,2331001451D,Netherland,69.0,Female
2023-05-05,2334001243D,Slovenia,57.0,Female
2023-05-05,2344000293D,UK,57.0,Female
2023-05-05,2334001260D,Spain,45.0,Male
2023-05-05,2331001450D,Netherland,32.0,Female
2023-05-05,2334001242D,Spain,32.0,Female
2023-05-05,2331001449D,Netherland,32.0,Female
2023-05-05,2334001241D,Germany,44.0,Male
2023-05-05,2331001448D,Netherland,67.0,Male
2023-05-05,2334001120D,France,67.0,Male
2023-05-05,2331001447D,Netherland,67.0,Male
2023-05-05,2331001439D,Netherland,55.0,Male
2023-05-05,2331001446D,Netherland,55.0,Male
2023-05-05,2331001445D,Netherland,18.0,Female
2023-05-05,2331001444D,Netherland,18.0,Female
2023-05-08,2334001267D,Spain,,
2023-05-08,2331001504D,Germany,,
2023-05-08,2331001484D,Netherland,,
2023-05-08,2331001503D,Germany,24.0,
2023-05-08,2331001483D,Netherland,108.0,
2023-05-08,2331001472D,Belgium,108.0,
2023-05-08,2334001283D,Malta,48.0,Male
2023-05-08,2331001471D,Belgium,48.0,Male
2023-05-08,2331001482D,Netherland,48.0,Female
2023-05-08,2331001470D,Germany,48.0,Male
2023-05-08,2334001282D,Malta,96.0,Female
2023-05-08,2331001455D,Netherland,119.0,Female
2023-05-08,2331001481D,Netherland,18.0,Female
2023-05-08,2331001500D,Netherland,18.0,Female
2023-05-08,2331001480D,Netherland,30.0,Female
2023-05-08,2331001499D,Netherland,30.0,Female
2023-05-08,2334001314D,Italy,30.0,Female
2023-05-08,2331001479D,Netherland,41.0,Female
2023-05-08,2331001498D,Netherland,20.0,Female
2023-05-08,2331001478D,Netherland,30.0,Male
2023-05-08,2331001497D,Netherland,30.0,Male
2023-05-08,2334001298D,Italy,30.0,Male
2023-05-08,2334001299D,Italy,42.0,Male
2023-05-08,2331001496D,Netherland,30.0,Male
2023-05-08,2331001477D,Netherland,30.0,Male
2023-05-08,2331001642D,Denmark,52.0,Female
2023-05-08,2331001495D,Netherland,52.0,Female
2023-05-08,2331001476D,Netherland,52.0,Female
2023-05-08,2331001700D,Sweden,37.0,Male
2023-05-08,2331001475D,Netherland,37.0,Male
2023-05-08,2331001494D,Netherland,73.0,Female
2023-05-08,2331001474D,Belgium,81.0,Female
2023-05-08,2331001638D,Denmark,57.0,Male
2023-05-08,2331001493D,Netherland,57.0,Male
2023-05-08,2331001640D,Denmark,30.0,Male
2023-05-08,2334001269D,Italy,30.0,Male
2023-05-08,2331001639D,Denmark,42.0,Male
2023-05-08,2331001491D,Netherland,42.0,Male
2023-05-08,2331001473D,Germany,42.0,Male
2023-05-08,2331001702D,Sweden,42.0,Male
2023-05-08,2331001539D,Germany,42.0,Male
2023-05-08,2331001490D,Netherland,42.0,Male
2023-05-08,2334001281D,Spain,42.0,Male
2023-05-08,2331001538D,Germany,42.0,Male
2023-05-08,2331001489D,Netherland,42.0,Male
2023-05-08,2331001685D,Sweden,43.0,Male
2023-05-08,2331001537D,Germany,43.0,Male
2023-05-08,2331001488D,Netherland,43.0,Male
2023-05-08,2334001266D,Portugal,43.0,Male
2023-05-08,2331001646D,Sweden,35.0,Male
2023-05-08,2331001641D,Denmark,75.0,Male
2023-05-08,2331001487D,Netherland,75.0,Male
2023-05-08,2334001265D,Portugal,15.0,Female
2023-05-08,2331001536D,Germany,15.0,Female
2023-05-08,2334001280D,Portugal,39.0,Male
2023-05-08,2331001535D,Germany,39.0,Male
2023-05-08,2334001279D,Portugal,25.0,Female
2023-05-08,2334001278D,Portugal,17.0,Male
2023-05-08,2331001534D,Germany,17.0,Male
2023-05-08,2334001277D,Czech Republic,17.0,Female
2023-05-08,2331001533D,Germany,41.0,Female
2023-05-08,2334001276D,Czech Republic,29.0,Male
2023-05-08,2331000717D,Netherland,30.0,Male
2023-05-08,2334001274D,Czech Republic,30.0,Male
2023-05-08,2331001486D,Netherland,27.0,Male
2023-05-08,2334001273D,Spain,27.0,Male
2023-05-08,2331001509D,Belgium,27.0,Male
2023-05-08,2331001485D,Netherland,63.0,Male
2023-05-08,2334001272D,Spain,63.0,Male
2023-05-08,2331001508D,Germany,63.0,Male
2023-05-08,2334001271D,Spain,63.0,Male
2023-05-08,2331001507D,Germany,63.0,Male
2023-05-08,2334001285D,Spain,75.0,Male
2023-05-08,2334001268D,Spain,75.0,Male
2023-05-08,2331001505D,Germany,75.0,Male
2023-05-08,2334001284D,Spain,27.0,Female
2023-05-09,2331001543D,Netherland,27.0,Female
2023-05-09,2331001556D,Netherland,27.0,Female
2023-05-09,2331001562D,Germany,27.0,Female
2023-05-09,2331001551D,Netherland,15.0,Male
2023-05-09,2334001286D,Spain,15.0,Male
2023-05-09,2334001310D,Spain,39.0,Male
2023-05-09,2334001297D,Spain,63.0,Male
2023-05-09,2331001561D,Belgium,25.0,Male
2023-05-09,2331001704D,Sweden,43.0,Female
2023-05-09,2331001542D,Slovakia (Slovak Republic),43.0,Female
2023-05-09,2331001693D,Sweden,22.0,Female
2023-05-09,2344000310D,UK,22.0,Female
2023-05-09,2334001296D,Portugal,58.0,Male
2023-05-09,2331001541D,Slovakia (Slovak Republic),58.0,Male
2023-05-09,2331001655D,Sweden,69.0,Male
2023-05-09,2331001540D,Slovakia (Slovak Republic),122.0,Male
2023-05-09,2331001694D,Sweden,55.0,Male
2023-05-09,2334001309D,Spain,67.0,Male
2023-05-09,2334001295D,Portugal,13.0,Male
2023-05-09,2331001727D,Sweden,59.0,Male
2023-05-09,2331001559D,Belgium,83.0,Male
2023-05-09,2334001294D,Portugal,23.0,Male
2023-05-09,2344000304D,UK,71.0,Male
2023-05-09,2334001308D,Spain,35.0,Male
2023-05-09,2334001293D,Portugal,95.0,Male
2023-05-09,2331001689D,Sweden,73.0,Male
2023-05-09,2334001307D,Spain,73.0,Male
2023-05-09,2334001292D,Portugal,73.0,Female
2023-05-09,2344000319D,UK,28.0,Male
2023-05-09,2331001723D,Sweden,27.0,Male
2023-05-09,2331001557D,Belgium,28.0,Female
2023-05-09,2331001550D,Netherland,35.0,Female
2023-05-09,2344000303D,UK,59.0,Female
2023-05-09,2344000308D,UK,59.0,Female
2023-05-09,2344000302D,UK,59.0,Male
2023-05-09,2331001247D,Belgium,47.0,Male
2023-05-09,2344000305D,UK,47.0,Male
2023-05-09,2344000309D,UK,47.0,Male
2023-05-09,2331001432D,Netherland,35.0,Male
2023-05-09,2331001653D,Sweden,95.0,Male
2023-05-09,2331001576D,Germany,107.0,Male
2023-05-09,2334001306D,France,44.0,Male
2023-05-09,2331001549D,Netherland,42.0,Male
2023-05-09,2331001575D,Germany,18.0,Male
2023-05-09,2334001305D,France,90.0,Female
2023-05-09,2331001548D,Netherland,29.0,Female
2023-05-09,2331001574D,Germany,29.0,Female
2023-05-09,2331001649D,Sweden,20.0,Male
2023-05-09,2331001703D,Sweden,18.0,Male
2023-05-09,2334001304D,France,119.0,Male
2023-05-09,2331001547D,Netherland,71.0,Male
2023-05-09,2334001303D,France,54.0,Male
2023-05-09,2331001546D,Netherland,54.0,Male
2023-05-09,2331001725D,Norway,18.0,Male
2023-05-09,2331001726D,Sweden,88.0,Female
2023-05-09,2331001650D,Sweden,45.0,Male
2023-05-09,2331001572D,Germany,45.0,Male
2023-05-09,2334001302D,France,21.0,Male
2023-05-09,2331001545D,Netherland,21.0,Male
2023-05-09,2331001692D,Norway,77.0,Female
2023-05-09,2334001301D,France,53.0,Male
2023-05-09,2334001435D,Italy,53.0,Male
2023-05-09,2331001728D,Sweden,31.0,Male
2023-05-09,2334001434D,Italy,31.0,Male
2023-05-09,2331001571D,Belgium,31.0,Male
2023-05-09,2331001648D,Sweden,13.0,Male
2023-05-09,2331001691D,Sweden,49.0,Female
2023-05-09,2331001570D,Germany,49.0,Female
2023-05-09,2331001555D,Turkey,37.0,Male
2023-05-09,2334001426D,Italy,37.0,Male
2023-05-09,2331001651D,Norway,26.0,Female
2023-05-09,2331001554D,Turkey,38.0,Female
2023-05-09,2334001315D,Italy,38.0,Female
2023-05-09,2331001569D,Germany,38.0,Female
2023-05-09,2334001291D,Portugal,38.0,Male
2023-05-09,2331001567D,Belgium,38.0,Male
2023-05-09,2331001701D,Sweden,37.0,Male
2023-05-09,2334001290D,Portugal,37.0,Male
2023-05-09,2331001566D,Germany,37.0,Male
2023-05-09,2331001874D,Denmark,42.0,Female
2023-05-09,2331001544D,Netherland,18.0,Female
2023-05-09,2331001565D,Germany,18.0,Female
2023-05-09,2334001289D,Portugal,18.0,Female
2023-05-09,2334001312D,Spain,54.0,Male
2023-05-09,2331001553D,Netherland,95.0,Male
2023-05-09,2331001656D,Sweden,62.0,Male
2023-05-09,2331001564D,Germany,62.0,Male
2023-05-09,2331001654D,Sweden,27.0,Female
2023-05-09,2334001288D,Spain,27.0,Female
2023-05-09,2334001311D,Spain,87.0,Male
2023-05-09,2331001552D,Netherland,27.0,Male
2023-05-09,2334001287D,Spain,27.0,Male
2023-05-09,2331001563D,Germany,27.0,Male
2023-05-09,2331001644D,Sweden,26.0,Female
2023-05-10,2334001324D,Spain,26.0,Male
2023-05-10,2331001863D,Sweden,65.0,Female
2023-05-10,2331001590D,Netherland,25.0,Female
2023-05-10,2334001332D,Poland,34.0,Male
2023-05-10,2331001589D,Netherland,90.0,Female
2023-05-10,2334001323D,Greece,18.0,Female
2023-05-10,2331001719D,Sweden,25.0,Female
2023-05-10,2331001588D,Netherland,25.0,Female
2023-05-10,2331001386D,Germany,25.0,Female
2023-05-10,2334001331D,Poland,15.0,Male
2023-05-10,2331001706D,Sweden,29.0,Male
2023-05-10,2334001319D,Spain,77.0,Male
2023-05-10,2331001492D,Netherland,77.0,Male
2023-05-10,2331001605D,Belgium,30.0,Male
2023-05-10,2331001720D,Sweden,58.0,Female
2023-05-10,2331001587D,Netherland,82.0,Female
2023-05-10,2331001647D,Sweden,23.0,Male
2023-05-10,2331001604D,Belgium,23.0,Male
2023-05-10,2331001586D,Netherland,23.0,Male
2023-05-10,2331001687D,Sweden,35.0,Female
2023-05-10,2331001506D,Switzerlan,34.0,Female
2023-05-10,2331001603D,Belgium,34.0,Female
2023-05-10,2331001585D,Netherland,34.0,Female
2023-05-10,2334001342D,Poland,70.0,Male
2023-05-10,2331001502D,Belgium,46.0,Male
2023-05-10,2331001602D,Belgium,46.0,Male
2023-05-10,2331001645D,Sweden,50.0,Female
2023-05-10,2334001318D,Greece,46.0,Female
2023-05-10,2334001360D,Poland,26.0,Male
2023-05-10,2331001601D,Belgium,20.0,Male
2023-05-10,2334001351D,Poland,13.0,Male
2023-05-10,2331001584D,Belgium,13.0,Male
2023-05-10,2331001643D,Sweden,22.0,Female
2023-05-10,2331001577D,Turkey,58.0,Male
2023-05-10,2331001876D,Denmark,13.0,Female
2023-05-10,2344000314D,UK,13.0,Female
2023-05-10,2334001341D,Poland,82.0,Female
2023-05-10,2334001350D,Poland,70.0,Female
2023-05-10,2334001317D,Spain,70.0,Female
2023-05-10,2334001359D,Poland,22.0,Male
2023-05-10,2331001600D,Netherland,22.0,Male
2023-05-10,2334001349D,Poland,100.0,Female
2023-05-10,2331001583D,Netherland,100.0,Female
2023-05-10,2331001697D,Sweden,53.0,Male
2023-05-10,2331001599D,Netherland,77.0,Male
2023-05-10,2331001875D,Denmark,18.0,Female
2023-05-10,2344000312D,UK,18.0,Female
2023-05-10,2334001358D,Poland,54.0,Male
2023-05-10,2331001598D,Netherland,30.0,Male
2023-05-10,2334001348D,Poland,42.0,Male
2023-05-10,2331001582D,Netherland,54.0,Female
2023-05-10,2334001340D,Poland,30.0,Male
2023-05-10,2334001326D,Italy,13.0,Male
2023-05-10,2334001347D,Poland,22.0,Female
2023-05-10,2334001316D,Spain,22.0,Female
2023-05-10,2334001357D,Poland,34.0,Male
2023-05-10,2334001380D,Poland,17.0,Female
2023-05-10,2334001346D,Poland,20.0,Female
2023-05-10,2331001581D,Slovakia (Slovak Republic),20.0,Female
2023-05-10,2334001356D,Poland,32.0,Female
2023-05-10,2334001379D,Poland,35.0,Female
2023-05-10,2334001369D,Poland,71.0,Female
2023-05-10,2331001580D,Lithuania,71.0,Male
2023-05-10,2334001339D,Poland,83.0,Female
2023-05-10,2334001378D,Poland,35.0,Male
2023-05-10,2334001462D,Italy,35.0,Male
2023-05-10,2334001345D,Poland,35.0,Male
2023-05-10,2331001579D,Netherland,52.0,Male
2023-05-10,2334001355D,Poland,40.0,Male
2023-05-10,2334001382D,Poland,52.0,Male
2023-05-10,2334001368D,Poland,15.0,Female
2023-05-10,2331001721D,Sweden,23.0,Male
2023-05-10,2344000311D,UK,23.0,Male
2023-05-10,2331001686D,Sweden,41.0,Female
2023-05-10,2334001377D,Poland,17.0,Male
2023-05-10,2334001461D,Italy,17.0,Male
